nodef	couple	education	revdispo	montant	age	objet	apport	prt	client	enfant	tempsplein	duree	type	interet	pel	PCS	courant
0	0	1	18.17	3.8e+06	41	1	20.4	1	0	1	0	1	2	3.155	0	2	2
0	0	1	39	3.8e+06	24	1	20.6	1	0	1	0	1	2	3.16	0	2	2
0	0	1	20	3.8e+06	25	1	20.8	1	0	1	0	1	2	3.165	0	2	2
0	0	1	32.75	3.8e+06	26	1	21	1	0	1	0	1	2	3.17	0	2	2
0	0	1	18.58	3.8e+06	27	1	21.2	0	0	1	0	1	2	3.175	0	2	2
0	0	1	15.83	3.9e+06	28	1	21.4	0	0	1	0	1	2	3.18	0	2	2
0	0	1	39.33	3.9e+06	29	1	21.6	0	0	1	0	1	2	3.185	0	2	2
0	0	1	19.58	3.9e+06	30	1	21.8	0	0	1	0	1	2	3.19	0	2	2
0	0	1	21.33	3.9e+06	31	1	22	0	0	1	0	1	2	3.195	0	2	2
0	0	1	22.67	3.9e+06	32	1	22.2	0	0	1	0	1	2	3.2	0	3	2
0	0	1	25.67	3.9e+06	33	1	22.4	0	0	1	0	1	3	3.205	0	3	2
0	0	1	21.08	4.0e+06	34	1	22.6	0	0	1	0	1	3	3.21	0	3	2
0	0	1	49	4.0e+06	35	1	22.8	0	0	1	0	1	3	3.215	0	3	2
0	1	1	20.67	4.0e+06	36	1	23	0	0	1	0	1	3	3.22	0	3	2
0	1	1	19.67	4.0e+06	37	1	23.2	0	0	1	0	1	3	3.225	0	3	2
0	1	1	21.83	4.0e+06	38	1	23.4	0	0	1	0	1	3	3.23	0	3	2
0	1	1	26.83	4.0e+06	39	1	23.6	0	0	1	0	1	3	3.235	0	3	2
0	1	1	38.58	4.1e+06	22	1	23.8	0	0	1	0	1	3	3.24	0	3	2
0	1	1	50.08	4.1e+06	24	1	24	0	0	1	0	1	3	3.245	0	3	2
0	1	1	15.75	4.1e+06	26	1	24.2	0	0	1	0	1	3	3.25	0	3	2
0	1	1	24.5	4.1e+06	28	1	24.4	0	0	1	0	1	3	3.255	0	3	2
0	1	1	21	4.1e+06	30	1	24.6	0	0	1	1	1	3	3.26	0	3	2
0	1	1	22.08	4.1e+06	32	1	24.8	0	0	1	1	1	3	3.265	0	2	1
0	1	1	54.58	4.2e+06	34	1	25	0	0	1	1	1	1	3.27	0	2	1
0	1	1	18.08	4.2e+06	36	1	25.2	0	0	1	1	1	1	3.275	0	2	1
0	1	1	36.67	4.2e+06	38	1	25.4	0	0	1	1	1	1	3.28	0	2	1
0	1	1	38.17	4.2e+06	40	1	25.6	0	0	1	1	1	1	3.285	0	2	1
0	1	1	21.83	4.2e+06	42	1	25.8	0	0	1	1	1	1	3.29	0	2	1
0	1	1	51.92	4.2e+06	44	1	26	0	0	1	1	1	1	3.295	0	2	1
0	1	1	22.17	4.3e+06	46	1	26.2	0	0	1	1	1	1	3.3	0	2	1
0	1	1	52.42	4.3e+06	48	1	26.4	0	0	1	1	1	1	3.305	0	2	1
0	1	1	60.92	4.3e+06	50	1	26.6	0	0	1	1	1	1	3.31	0	2	1
0	1	1	20.17	4.3e+06	52	1	26.8	0	0	2	1	1	1	3.315	0	2	1
0	1	1	23.25	4.3e+06	54	1	27	0	0	2	1	1	1	3.32	0	2	2
0	1	1	36.17	4.3e+06	56	1	27.2	0	0	2	1	1	1	3.325	0	2	2
0	1	1	42.25	4.4e+06	30	1	27.4	0	0	2	1	1	1	3.33	0	2	2
0	1	1	23.58	4.4e+06	31	1	27.6	0	0	2	1	1	1	3.335	0	2	2
0	1	1	36	4.4e+06	32	1	27.8	0	0	2	1	1	1	3.34	0	2	2
0	1	1	39.58	4.4e+06	33	1	28	0	0	2	1	1	1	3.345	0	2	2
0	1	1	18.83	4.4e+06	34	1	28.2	0	0	2	1	1	1	3.35	0	2	2
0	1	1	27.25	4.4e+06	35	1	28.4	0	0	2	1	1	1	3.355	0	2	2
0	1	1	32.42	4.5e+06	36	1	28.6	0	0	2	1	1	1	3.36	0	2	2
0	1	1	19.42	4.5e+06	37	1	28.8	0	0	2	1	1	1	3.365	0	3	2
0	1	1	22.58	4.5e+06	38	1	29	0	0	2	1	1	1	3.37	0	3	2
0	1	1	39.92	4.5e+06	39	1	29.2	0	0	2	1	1	1	3.375	0	3	2
0	1	1	22.67	4.5e+06	40	1	29.4	0	0	2	1	1	1	3.38	0	3	2
0	1	1	23.42	4.5e+06	41	1	29.6	0	0	2	1	1	1	3.385	0	3	2
0	1	1	30	4.6e+06	42	1	29.8	0	0	2	1	1	1	3.39	0	3	2
0	1	1	40.33	4.6e+06	43	1	30	0	0	2	1	1	1	3.395	0	3	2
0	1	1	36.75	4.6e+06	44	1	30.2	0	0	2	1	1	1	3.4	0	3	2
0	1	1	31	4.6e+06	45	1	30.4	0	0	2	1	1	1	3.405	0	3	2
0	1	1	25.17	4.6e+06	46	1	30.6	0	0	2	1	1	1	3.41	0	3	2
0	1	1	27.42	4.7e+06	47	1	30.8	0	0	2	1	1	1	3.415	0	3	2
0	1	1	31.57	4.7e+06	48	1	31	0	0	2	1	1	1	3.42	0	2	2
0	1	1	34.08	4.7e+06	49	1	31.2	0	0	3	1	1	1	3.425	0	3	2
0	1	1	22.08	4.7e+06	50	1	31.4	0	0	3	1	1	1	3.43	0	3	2
0	1	1	31.08	4.7e+06	51	1	31.6	0	0	3	1	1	1	3.435	0	3	2
0	1	1	31.57	4.7e+06	21	1	31.8	0	0	3	1	1	1	3.44	0	1	2
0	1	1	16	4.8e+06	22	1	32	0	0	3	1	1	1	3.445	0	1	2
0	1	1	27.25	4.8e+06	23	1	32.2	0	0	3	1	1	1	3.45	0	1	2
0	1	1	25.17	4.8e+06	24	1	32.4	0	0	3	1	1	1	3.455	0	1	2
0	1	1	67.75	4.8e+06	25	1	32.6	0	0	3	1	1	1	3.46	0	1	2
0	1	1	18.83	4.8e+06	26	1	32.8	0	0	3	1	1	1	3.465	0	1	2
0	1	1	27.25	4.8e+06	27	1	33	0	0	3	1	1	1	3.47	0	1	2
0	1	1	19.58	4.9e+06	28	1	33.2	0	0	3	1	1	1	3.475	0	1	2
0	1	1	30.75	4.9e+06	29	1	33.4	0	0	3	1	1	1	3.48	0	3	2
0	1	1	50.25	4.9e+06	30	1	33.6	0	0	3	1	1	1	3.485	0	3	2
0	1	1	31.08	4.9e+06	31	1	33.8	0	0	3	1	1	1	3.49	0	3	2
0	1	1	51.58	4.9e+06	32	1	34	0	0	3	1	1	1	3.495	0	3	2
0	1	1	36.58	4.9e+06	33	1	34.2	0	0	3	1	1	1	3.5	0	3	2
0	1	1	33.58	5.0e+06	34	1	34.4	0	0	3	1	1	1	3.505	0	3	2
0	1	1	20.83	5.0e+06	35	1	34.6	0	0	3	1	1	1	3.51	0	3	2
0	1	1	36.17	5.0e+06	36	1	34.8	0	0	3	1	1	1	3.515	0	3	2
0	1	1	50.75	5.0e+06	37	1	35	0	0	3	1	1	1	3.52	0	3	2
0	1	1	23.58	5.0e+06	38	1	35.2	0	0	3	1	1	1	3.525	0	3	2
0	1	1	35.17	5.0e+06	39	1	35.4	0	0	3	1	1	1	3.53	0	3	2
0	1	1	58.42	5.1e+06	40	1	35.6	0	0	3	1	1	1	3.535	0	3	2
0	1	1	28.25	5.1e+06	41	1	3	0	0	3	1	1	1	3.54	0	3	2
0	1	1	31.57	5.1e+06	42	1	3.8	0	0	3	1	1	1	3.545	0	3	2
0	1	1	31.75	5.1e+06	43	1	4.6	0	0	3	1	1	1	3.55	0	3	2
0	1	1	19.42	5.1e+06	44	1	5.4	0	0	3	1	1	1	3.555	0	3	2
0	1	1	39.08	5.1e+06	45	1	6.2	0	0	3	1	1	1	3.56	0	3	2
0	1	1	17.08	5.2e+06	46	1	7	0	0	3	1	1	1	3.565	0	3	2
0	1	1	44.83	5.2e+06	47	1	7.8	0	0	3	1	1	1	3.57	0	3	2
0	1	1	16.25	5.2e+06	48	1	8.6	0	0	3	1	1	1	3.575	0	3	2
0	1	1	41.17	5.2e+06	49	1	9.4	0	0	3	1	1	1	3.58	0	3	2
0	1	1	28.92	5.2e+06	50	1	10.2	0	0	3	1	1	1	3.585	0	3	2
0	1	1	26.17	5.2e+06	51	1	11	0	0	3	1	1	1	3.59	0	3	2
0	1	1	38.58	5.3e+06	52	1	11.8	0	0	3	1	1	1	3.595	0	3	2
0	1	1	25.17	5.3e+06	53	1	12.6	0	0	3	1	1	1	3.6	0	3	2
0	1	1	28.17	5.3e+06	54	1	13.4	0	0	3	1	1	1	3.605	0	3	2
0	1	1	73.42	5.3e+06	55	1	14.2	0	0	0	1	1	1	3.61	0	3	2
0	1	1	22.5	5.3e+06	56	1	15	0	0	0	1	1	1	3.615	0	3	2
0	1	1	27.17	5.3e+06	57	1	15.8	0	0	0	1	1	1	3.62	0	3	2
0	1	1	19.17	5.4e+06	58	1	16.6	0	0	0	1	1	1	3.625	0	3	2
0	1	1	25.58	5.4e+06	59	1	17.4	0	0	0	1	1	1	3.63	0	3	2
0	1	1	31.57	5.4e+06	60	1	18.2	0	0	0	1	1	1	3.635	0	3	2
0	1	1	22.5	5.4e+06	61	1	19	0	0	0	1	1	1	3.64	0	3	2
0	1	1	22.92	5.4e+06	62	1	19.8	0	0	0	1	1	1	3.645	0	3	2
0	1	1	23.25	90000	19	1	20.6	0	0	0	1	1	1	3.65	0	3	2
1	1	1	29.5	101000	21	1	21.4	0	0	0	1	1	1	3.655	0	3	2
1	1	1	32	112000	23	1	22.2	0	0	0	1	1	1	3.66	0	3	2
1	1	1	27	123000	25	1	23	0	0	0	1	1	1	3.665	0	1	2
1	1	1	19.33	134000	27	1	23.8	0	0	0	1	1	1	3.67	0	1	2
1	1	1	35.75	145000	29	1	24.6	0	0	0	1	1	1	3.675	0	1	2
1	1	1	18.83	156000	31	1	25.4	0	0	0	1	1	1	3.68	0	2	2
1	1	1	28.75	167000	33	1	26.2	0	0	0	1	1	1	3.685	0	2	2
1	1	1	34.42	178000	35	1	27	0	0	0	1	1	1	3.69	0	2	2
1	1	1	33.25	189000	37	1	27.8	0	0	0	1	1	1	3.695	0	2	2
1	1	1	53.92	200000	39	1	28.6	0	0	0	1	1	1	3.7	0	2	2
1	1	1	25.25	211000	41	1	29.4	0	0	0	1	1	1	3.705	0	2	2
1	1	1	32.42	222000	43	1	30.2	0	0	0	1	1	1	3.71	0	2	2
1	1	1	21.08	233000	45	1	31	0	0	0	1	1	1	3.715	0	2	2
1	1	1	56.5	244000	47	1	31.8	0	0	0	1	1	1	3.72	0	2	2
1	1	1	32.25	255000	49	1	32.6	0	0	0	1	1	1	3.725	0	2	2
1	1	1	20.5	266000	51	1	33.4	0	0	0	1	1	1	3.73	0	2	2
1	1	1	30.25	277000	53	1	34.2	0	0	0	1	1	1	3.735	0	2	2
1	1	1	24.58	288000	55	1	35	0	0	0	1	1	1	3.74	0	2	2
1	1	1	23.17	299000	57	1	35.8	0	0	1	1	1	2	3.745	0	2	2
1	1	1	31.57	310000	41	1	36.6	0	0	1	1	1	2	3.75	0	2	2
1	1	1	32.33	321000	42	1	37.4	0	0	1	1	1	2	3.755	0	2	2
1	1	1	23.92	332000	35	1	38.2	0	0	1	1	1	2	3.76	0	2	2
1	1	1	36.75	343000	36	1	39	0	0	1	1	1	2	3.765	0	2	2
1	1	1	29.83	354000	37	1	39.8	0	0	1	1	1	2	3.77	0	2	2
1	1	1	24.08	365000	38	1	40.6	0	0	1	1	1	2	3.775	0	2	2
1	1	1	21.17	376000	39	1	41.4	0	0	1	1	1	2	3.78	0	2	3
1	1	1	31.42	387000	40	1	42.2	0	0	1	1	1	2	3.785	0	2	3
1	1	1	22.83	398000	41	1	43	0	0	1	1	1	2	3.79	0	2	3
1	1	1	37.5	409000	24	1	43.8	0	0	1	1	1	2	3.795	0	2	3
1	1	1	24.83	420000	25	1	44.6	0	0	1	1	1	2	3.8	0	2	3
1	1	1	36.33	431000	26	1	2	0	0	1	1	1	2	3.805	0	2	3
1	1	1	47.25	442000	27	1	2.6	0	0	1	1	1	2	3.81	0	2	3
1	1	1	32.08	453000	28	1	3.2	0	0	1	1	1	2	3.815	0	2	3
1	1	1	30.58	464000	29	1	3.8	0	0	1	1	1	2	3.82	0	2	3
1	1	1	27.83	475000	30	1	4.4	0	0	1	1	1	2	3.825	0	2	3
1	1	1	54.83	486000	31	1	5	0	0	1	1	1	2	3.83	0	2	3
1	1	1	16.08	497000	32	1	5.6	0	0	1	1	1	2	3.835	0	2	3
1	1	1	24.58	508000	33	1	6.2	0	0	1	1	1	2	3.84	0	2	3
1	1	1	32.67	519000	34	1	6.8	0	0	1	1	1	2	3.845	0	2	3
1	1	1	30.17	530000	35	1	7.4	0	0	1	1	1	2	3.85	0	2	3
1	1	1	22.25	541000	36	1	8	0	0	1	1	1	2	3.855	0	2	3
1	1	1	41.75	552000	37	1	8.6	0	0	1	1	1	2	3.86	0	2	3
1	1	1	36.67	563000	38	1	9.2	0	0	1	1	1	2	3.865	0	2	3
1	1	1	25.83	574000	39	1	9.8	0	0	1	1	1	2	3.87	0	2	3
1	1	1	29.92	585000	22	1	10.4	0	0	1	1	1	2	3.875	0	2	3
1	1	0	20.08	596000	24	1	11	0	0	1	1	1	2	3.88	0	2	3
1	1	0	19.67	607000	26	1	11.6	0	0	1	1	1	2	3.885	0	2	3
1	1	0	51.42	618000	28	1	12.2	0	0	1	1	1	2	3.89	0	2	3
1	1	0	62.75	629000	30	1	12.8	0	0	1	1	1	2	3.895	0	2	3
1	1	0	40.58	640000	32	1	13.4	0	0	1	1	1	2	3.9	0	2	3
1	1	0	16.33	651000	34	1	14	0	0	1	1	1	2	3.905	0	2	3
1	1	0	29.5	662000	36	1	14.6	0	0	1	1	1	2	3.91	0	2	3
1	1	0	34	673000	38	1	15.2	0	0	1	1	1	2	3.915	0	2	3
1	1	0	71.58	684000	40	1	15.8	0	0	1	1	1	2	3.92	0	2	3
1	1	0	42	695000	42	1	16.4	0	0	1	1	1	2	3.925	0	2	3
1	1	0	22.5	706000	44	1	17	0	0	1	1	1	2	3.93	0	2	3
1	1	0	24.42	717000	46	1	17.6	0	0	1	1	1	2	3.935	0	2	3
1	1	0	44.33	728000	48	1	18.2	0	0	1	1	1	2	3.94	0	2	3
1	1	0	23	739000	50	1	18.8	0	0	1	1	1	2	3.945	0	2	3
1	1	0	34.42	750000	52	1	19.4	0	0	1	1	1	2	3.95	0	2	3
1	1	0	23.08	761000	54	1	20	0	0	1	1	1	2	3.955	0	2	3
1	1	0	25.92	772000	56	1	20.6	0	0	1	1	1	2	3.96	0	2	3
1	1	0	17.58	783000	30	1	21.2	0	0	1	1	1	2	3.965	0	2	3
1	1	0	20.42	794000	31	1	21.8	0	0	1	1	1	2	3.97	0	2	3
1	1	0	31.67	805000	32	1	22.4	0	0	1	1	1	2	3.975	0	2	3
1	1	0	57.58	816000	33	1	23	0	0	1	1	1	2	3.98	0	2	3
1	1	0	59.67	827000	34	1	23.6	0	0	1	1	1	2	3.985	0	2	3
1	1	0	65.17	838000	35	1	24.2	0	0	1	1	1	2	3.99	0	2	3
1	1	0	30.08	849000	36	1	24.8	0	0	1	1	1	2	3.995	0	2	3
1	1	0	48.58	860000	37	1	25.4	0	0	1	1	1	2	3.1	0	2	3
1	1	0	23.58	871000	38	1	26	0	0	1	1	1	2	3.107	0	2	3
1	0	0	20.17	882000	39	1	26.6	0	0	1	1	1	2	3.114	0	2	3
1	0	0	48.17	893000	40	1	27.2	0	0	1	1	1	2	3.121	0	2	3
1	0	0	23.25	904000	41	1	27.8	0	0	1	1	1	2	3.128	0	2	3
1	0	0	32.25	915000	42	1	28.4	0	0	1	1	1	2	3.135	0	2	3
1	0	0	33.58	926000	43	1	29	0	0	1	1	1	2	3.142	0	2	3
1	0	0	23.58	937000	44	1	29.6	0	0	1	1	1	2	3.149	0	2	3
1	0	0	16.92	948000	45	1	30.2	0	0	1	1	1	2	3.156	0	2	3
1	0	0	20.83	959000	46	1	30.8	0	0	1	1	1	2	3.163	0	2	3
1	0	0	60.58	970000	47	1	31.4	0	0	1	1	1	2	3.17	0	2	3
1	0	0	31.57	981000	48	1	32	0	0	1	1	1	2	3.177	0	2	3
1	0	0	25	992000	49	1	32.6	0	0	1	1	1	2	3.184	0	2	3
1	0	0	21.5	1.0e+06	50	1	33.2	0	0	1	1	1	2	3.191	0	2	3
1	0	0	20.42	1.0e+06	51	1	33.8	0	0	1	1	1	2	3.198	0	2	3
1	0	0	25.25	1.0e+06	21	1	34.4	0	0	1	1	1	2	3.205	0	2	2
1	0	0	42.83	1.0e+06	22	1	35	0	0	1	1	1	2	3.212	0	2	2
1	0	0	26.67	1.0e+06	23	1	35.6	0	0	1	1	1	2	3.219	0	2	2
1	0	0	57.83	1.1e+06	24	1	36.2	0	0	1	1	1	2	3.226	0	2	2
1	0	0	55.92	1.1e+06	25	1	36.8	0	0	1	1	1	2	3.233	0	2	2
1	0	0	51.33	1.1e+06	26	1	37.4	0	0	1	1	1	2	3.24	0	2	2
1	0	0	39.83	1.1e+06	27	1	38	0	0	1	1	1	2	3.247	0	2	2
1	0	0	27.58	1.1e+06	28	1	38.6	0	0	1	1	1	2	3.254	0	2	2
1	0	0	30.17	1.1e+06	29	1	39.2	0	0	1	1	1	3	3.261	0	2	2
1	0	0	51.83	1.1e+06	30	1	39.8	0	0	1	1	1	3	3.268	0	2	2
1	0	0	25	1.1e+06	31	1	40.4	0	0	1	1	2	3	3.275	0	2	2
1	0	0	29.67	1.1e+06	32	1	41	0	0	1	1	2	3	3.282	0	2	2
1	0	0	33.67	1.2e+06	33	1	41.6	0	0	1	1	2	3	3.289	0	2	2
1	0	0	25.75	1.2e+06	34	1	42.2	0	0	1	1	2	3	3.296	0	2	2
1	0	0	28.67	1.2e+06	35	1	42.8	0	0	1	1	2	3	3.303	0	2	2
1	0	0	18.08	1.2e+06	36	1	43.4	0	0	1	1	2	3	3.31	0	2	2
1	0	0	20.42	1.2e+06	37	1	44	0	0	1	1	2	3	3.317	0	2	2
1	0	0	17.5	1.2e+06	38	1	44.6	0	0	1	1	2	3	3.324	1	2	2
1	1	0	18.08	1.2e+06	39	1	45.2	0	0	1	1	2	3	3.331	1	2	2
1	1	0	47.67	1.2e+06	40	1	45.8	0	0	1	1	2	3	3.338	1	2	2
1	1	0	57.42	1.2e+06	41	1	46.4	0	0	1	1	2	3	3.345	1	2	3
1	1	0	13.75	1.3e+06	42	1	47	0	0	1	1	2	3	3.352	1	2	3
1	1	0	19.33	1.3e+06	43	1	47.6	0	0	1	1	2	3	3.359	1	2	3
1	1	0	21.92	1.3e+06	44	1	48.2	0	0	1	1	2	3	3.366	1	2	3
1	1	0	17.58	1.3e+06	45	1	48.8	0	0	1	1	2	3	3.373	1	2	3
1	1	0	34.83	1.3e+06	46	1	49.4	0	0	1	1	2	3	3.38	1	2	3
1	1	0	29.17	1.3e+06	47	1	50	0	0	1	1	2	3	3.387	1	2	3
1	1	0	21.42	1.3e+06	48	1	50.6	0	0	1	1	2	3	3.394	1	2	3
1	1	0	18.17	1.3e+06	49	1	51.2	0	0	1	1	2	3	3.401	1	2	3
1	1	0	28	1.3e+06	50	1	51.8	0	0	1	1	2	3	3.408	1	2	3
1	1	0	45.83	1.4e+06	51	1	52.4	0	0	1	1	2	3	3.415	1	2	3
1	1	0	22.75	1.4e+06	52	1	53	0	0	1	1	2	3	3.422	1	2	3
1	1	0	31.57	1.4e+06	53	1	53.6	0	0	1	1	2	3	3.429	1	2	3
1	1	0	20.42	1.4e+06	54	1	54.2	0	0	1	1	2	3	3.436	1	2	3
1	1	0	21.25	1.4e+06	55	1	54.8	0	0	1	1	2	3	3.443	1	2	3
1	1	0	26.67	1.4e+06	56	1	55.4	0	0	1	1	2	3	3.45	1	2	3
1	1	0	27.33	1.4e+06	57	1	56	0	0	1	1	2	3	3.457	1	2	3
1	1	0	42.08	1.4e+06	58	1	56.6	0	0	1	1	2	3	3.464	1	2	3
1	1	0	18.25	1.4e+06	59	1	57.2	0	0	1	1	2	3	3.471	1	2	3
1	1	0	28.5	1.5e+06	60	1	57.8	0	0	1	1	2	3	3.478	1	2	3
1	1	0	21.5	1.5e+06	61	1	1	0	0	1	1	2	3	3.485	1	2	3
1	1	0	21.83	1.5e+06	62	1	1.9	0	0	1	1	2	3	3.492	1	2	3
1	1	0	21.92	1.5e+06	19	1	2.8	0	0	1	1	2	3	3.499	1	2	3
1	1	0	32.67	1.5e+06	21	1	3.7	0	0	2	1	2	3	3.506	1	2	3
1	1	0	45.33	1.5e+06	23	1	4.6	0	0	2	1	2	3	3.513	1	2	3
1	1	0	23.58	1.5e+06	25	1	5.5	0	0	2	1	2	3	3.52	1	2	3
1	1	0	17.92	1.5e+06	27	1	6.4	0	0	2	1	2	3	3.527	1	2	3
1	1	0	33	1.5e+06	29	1	7.3	0	0	2	1	2	3	3.534	1	2	3
1	1	0	22.67	1.6e+06	31	1	8.2	0	0	2	1	2	3	3.541	1	2	3
1	1	0	34.67	1.6e+06	33	1	9.1	0	0	2	1	2	3	3.548	1	2	3
1	1	0	29.67	1.6e+06	35	1	10	0	0	2	1	2	3	3.555	1	2	3
1	1	0	31.83	1.6e+06	37	1	10.9	0	0	2	1	2	3	3.562	1	2	3
1	1	0	20.67	1.6e+06	39	1	11.8	0	0	2	1	3	3	3.569	1	2	3
1	1	0	33.75	1.6e+06	41	1	12.7	0	0	2	1	3	3	3.576	1	2	3
1	1	0	22.08	1.6e+06	43	1	13.6	0	0	2	1	3	3	3.583	1	2	3
1	1	0	35.42	1.6e+06	45	1	14.5	0	0	2	1	3	3	3.59	1	2	3
1	1	0	31.92	1.6e+06	47	1	15.4	0	0	2	1	3	3	3.597	1	2	3
1	1	0	22.67	1.7e+06	49	1	16.3	0	0	2	1	3	3	3.604	1	2	3
1	1	0	26.67	1.7e+06	51	1	17.2	0	0	2	1	3	3	3.611	1	2	3
1	1	0	44	1.7e+06	53	1	18.1	0	0	2	1	3	3	3.618	1	2	3
1	1	0	30.17	1.7e+06	55	1	19	0	0	2	1	3	3	2.6	1	2	3
1	1	0	37.75	1.7e+06	57	1	19.9	0	0	2	1	3	3	2.7	1	2	3
1	1	0	17.08	1.7e+06	41	1	20.8	0	0	2	1	3	3	2.8	1	2	3
1	1	0	49.17	1.7e+06	42	1	21.7	0	0	2	1	3	3	2.9	1	2	3
1	1	0	22.92	1.7e+06	30	1	22.6	0	0	2	1	3	3	3	1	2	3
1	1	0	34.83	1.7e+06	31	1	23.5	0	0	2	1	3	3	3.1	1	2	3
1	1	0	44.25	1.8e+06	32	1	24.4	0	0	2	1	3	3	3.2	1	2	3
1	1	0	59.5	1.8e+06	33	1	25.3	0	0	2	1	3	3	3.3	1	2	3
1	1	0	25.5	1.8e+06	34	1	26.2	0	0	2	1	3	3	3.4	1	2	3
1	1	0	41.58	1.8e+06	35	1	27.1	0	0	2	1	3	3	3.5	1	2	3
1	1	0	49.58	1.8e+06	36	1	28	0	0	2	1	3	3	3.6	1	2	3
1	1	0	33.92	1.8e+06	37	1	28.9	0	0	2	1	3	3	3.7	1	2	3
1	1	0	19.17	1.8e+06	38	1	29.8	0	0	2	1	3	3	3.8	1	2	3
1	1	0	24.5	1.8e+06	39	1	30.7	0	0	2	1	3	3	3.9	1	2	3
1	1	0	23.33	1.8e+06	40	1	31.6	0	0	2	1	3	3	4	1	2	3
1	1	0	69.17	1.9e+06	41	1	32.5	0	0	2	1	3	3	4.1	1	2	3
1	1	0	47.67	1.9e+06	42	1	33.4	0	0	3	1	3	3	4.2	1	2	3
1	1	0	33.25	1.9e+06	43	1	34.3	0	0	3	1	3	3	4.3	1	2	3
1	1	0	43.25	1.9e+06	44	1	35.2	0	0	3	1	3	3	4.4	1	2	3
1	1	0	23	1.9e+06	45	1	36.1	0	0	3	1	3	3	4.5	1	2	3
1	1	0	34.75	1.9e+06	46	1	37	0	0	3	1	3	3	4.6	1	2	3
1	1	0	56.58	1.9e+06	47	1	37.9	0	0	3	1	3	3	4.7	1	2	3
1	1	0	44.17	1.9e+06	48	1	38.8	0	0	3	1	3	3	4.8	1	2	3
1	1	0	44.33	1.9e+06	49	1	39.7	0	0	3	1	3	3	4.9	1	2	3
1	1	0	34.25	1.9e+06	50	1	40.6	0	0	3	1	3	3	3.1	1	2	3
1	1	0	45	2.0e+06	51	1	3	0	0	3	1	3	3	3.35	1	2	3
1	1	0	30.58	2.0e+06	21	1	3.4	0	0	3	1	3	3	3.6	1	2	3
1	1	0	27.67	2.0e+06	22	1	3.8	0	0	3	1	3	3	3.85	1	2	3
1	1	0	19.42	2.0e+06	23	1	4.2	0	0	3	1	3	3	4.1	1	2	3
1	1	0	41.33	2.0e+06	24	1	4.6	0	0	3	1	3	3	4.35	1	2	3
1	1	0	23.5	2.0e+06	25	1	5	0	0	3	1	3	3	4.6	1	2	3
1	1	0	31.67	2.0e+06	26	1	5.4	0	0	3	1	3	3	4.85	1	1	3
1	1	0	17.83	2.0e+06	27	1	5.8	0	0	3	1	3	3	5.1	1	1	3
1	1	0	33.17	2.0e+06	28	1	6.2	0	0	3	1	3	3	2.8	1	3	3
1	1	0	52.5	2.1e+06	29	1	6.6	0	0	3	1	3	3	2.87	1	3	3
1	1	0	25.42	2.1e+06	30	1	7	0	0	3	1	3	3	2.94	1	3	3
1	1	0	40.58	2.1e+06	31	1	7.4	0	0	3	1	3	3	3.01	1	3	3
1	1	0	23.92	2.1e+06	32	1	7.8	0	0	3	1	3	3	3.08	1	3	3
1	1	0	56	2.1e+06	33	1	8.2	0	0	3	1	3	3	3.15	1	3	3
1	1	0	28.5	2.1e+06	34	1	8.6	0	0	3	1	3	3	3.22	1	3	3
1	1	0	32.08	2.1e+06	35	1	9	0	0	3	1	3	3	3.29	1	3	3
1	1	0	21.17	2.1e+06	36	1	9.4	0	0	3	1	3	3	3.36	1	3	3
1	1	0	34.17	2.1e+06	37	1	9.8	0	0	3	1	3	3	3.43	1	3	3
1	1	0	43.25	2.2e+06	38	1	10.2	0	0	3	1	3	3	3.5	1	3	3
1	1	0	38.25	2.2e+06	39	1	10.6	0	0	3	1	3	3	3.57	1	3	3
1	1	0	37.42	2.2e+06	40	1	11	0	0	3	1	3	3	3.64	1	3	3
1	1	0	29.83	2.2e+06	41	1	11.4	0	0	3	1	3	3	3.1	1	3	3
1	1	0	37.33	2.2e+06	42	1	11.8	0	0	3	1	3	3	3.17	1	3	3
1	1	0	31.33	2.2e+06	43	1	12.2	0	0	3	1	3	3	3.24	1	3	3
1	1	0	36.08	2.2e+06	44	1	12.6	0	0	3	1	3	3	3.31	1	3	3
1	1	0	20.5	2.2e+06	45	1	13	0	0	3	1	3	3	3.38	1	3	3
1	1	0	47.17	2.2e+06	46	1	13.4	0	0	3	1	3	3	3.45	1	3	3
1	1	0	22	2.3e+06	47	1	13.8	0	0	3	1	3	3	3.52	1	2	3
1	1	0	20.5	2.3e+06	48	1	14.2	0	0	3	1	3	3	3.59	1	2	3
1	1	0	34.92	2.3e+06	49	1	14.6	0	0	3	1	3	3	3.66	1	2	3
1	1	0	24.08	2.3e+06	50	1	15	0	0	3	1	3	3	3.73	1	2	3
1	1	0	37.33	2.3e+06	51	1	15.4	0	0	3	0	3	2	3.8	1	2	3
1	1	0	20.75	2.3e+06	52	1	15.8	0	0	3	0	3	2	3.87	1	2	3
1	1	0	36.67	2.3e+06	53	1	16.2	0	0	3	0	3	2	3.94	1	2	3
1	1	0	22.58	2.3e+06	54	1	16.6	0	0	3	0	3	2	4.01	1	2	3
1	1	0	26.92	2.3e+06	55	1	17	0	0	3	0	3	2	4.08	1	2	3
1	1	0	46.67	2.4e+06	56	1	17.4	0	0	3	0	3	2	3.4	1	2	3
1	1	0	52.17	2.4e+06	57	1	17.8	0	0	3	0	3	2	3.46	1	2	3
